2019-06-05 21:34:46,950 INFO  ClassPathXmlApplicationContext [AbstractApplicationContext.java:411] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@66f57048: display name [org.springframework.context.support.ClassPathXmlApplicationContext@66f57048]; startup date [Wed Jun 05 21:34:46 MSK 2019]; root of context hierarchy
2019-06-05 21:34:47,105 INFO  XmlBeanDefinitionReader [XmlBeanDefinitionReader.java:323] Loading XML bean definitions from class path resource [spring/spring-app.xml]
2019-06-05 21:36:14,101 INFO  ClassPathXmlApplicationContext [AbstractApplicationContext.java:411] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@4f80542f: display name [org.springframework.context.support.ClassPathXmlApplicationContext@4f80542f]; startup date [Wed Jun 05 21:36:14 MSK 2019]; root of context hierarchy
2019-06-05 21:36:14,143 INFO  XmlBeanDefinitionReader [XmlBeanDefinitionReader.java:323] Loading XML bean definitions from class path resource [spring/spring-app.xml]
2019-06-05 21:37:27,420 INFO  ClassPathXmlApplicationContext [AbstractApplicationContext.java:411] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@523884b2: display name [org.springframework.context.support.ClassPathXmlApplicationContext@523884b2]; startup date [Wed Jun 05 21:37:27 MSK 2019]; root of context hierarchy
2019-06-05 21:37:27,474 INFO  XmlBeanDefinitionReader [XmlBeanDefinitionReader.java:323] Loading XML bean definitions from class path resource [spring/spring-app.xml]
2019-06-05 21:38:44,091 INFO  ClassPathXmlApplicationContext [AbstractApplicationContext.java:411] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@29774679: display name [org.springframework.context.support.ClassPathXmlApplicationContext@29774679]; startup date [Wed Jun 05 21:38:44 MSK 2019]; root of context hierarchy
2019-06-05 21:38:44,127 INFO  XmlBeanDefinitionReader [XmlBeanDefinitionReader.java:323] Loading XML bean definitions from class path resource [spring/spring-app.xml]
2019-06-05 21:40:18,748 INFO  ClassPathXmlApplicationContext [AbstractApplicationContext.java:411] Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@537f60bf: display name [org.springframework.context.support.ClassPathXmlApplicationContext@537f60bf]; startup date [Wed Jun 05 21:40:18 MSK 2019]; root of context hierarchy
2019-06-05 21:40:18,895 INFO  XmlBeanDefinitionReader [XmlBeanDefinitionReader.java:323] Loading XML bean definitions from class path resource [spring/spring-app.xml]
2019-06-05 21:44:27,786 INFO  InMemoryUserRepositoryImpl [InMemoryUserRepositoryImpl.java:34] getAll
2019-06-05 21:44:27,796 INFO  InMemoryUserRepositoryImpl [InMemoryUserRepositoryImpl.java:22] save User (id=null, email=email@mail.ru, name=userName, enabled=true, roles=[ROLE_ADMIN], caloriesPerDay=2000)
